Town,List Year,Sale Amount,Assessed Value,Sales Ratio,Property Type,Estimated NOI,Cap Rate,SqFt,Price per SqFt
New Milford,2008,490000.0,389920.0,0.795755102,Single Family,34300.0,0.07719226700168609,2832,173.0225988700565
Ridgefield,2015,1205000.0,876200.0,0.727136929,Single Family,84350.00000000001,0.08226717972026645,2098,574.3565300285986
Bloomfield,2021,315000.0,285500.0,0.9063,Industrial,22050.000000000004,0.06895760826566115,1826,172.50821467688937
Stratford,2016,106000.0,114870.0,1.083679245,Single Family,7420.000000000001,0.05971265785012513,1424,74.43820224719101
Bridgeport,2017,309000.0,138770.0,0.449,Three Family,21630.000000000004,0.06909318567743039,828,373.18840579710144
Milford,2009,180000.0,183380.0,1.018777778,Single Family,12600.000000000002,0.0738946486709852,1485,121.21212121212122
Southbury,2014,60000.0,86480.0,1.441333333,Condo,4200.0,0.06791598789181791,2449,24.499795835034707
Bridgeport,2012,31550.0,41290.0,1.308716323,Condo,2208.5,0.0790232892226569,1373,22.97887836853605
North Branford,2018,557000.0,349400.0,0.6272,Single Family,38990.00000000001,0.04540495222568447,2089,266.6347534705601
Wolcott,2017,45000.0,121350.0,2.6966,Single Family,3150.0000000000005,0.0626689835522788,2125,21.176470588235293
Hampton,2021,320000.0,142890.0,0.4465,Residential,22400.000000000004,0.06637398714807635,2671,119.80531636091352
Ashford,2015,71000.0,106000.0,1.492957746,Single Family,4970.000000000001,0.051062586497493616,2710,26.199261992619927
Bridgeport,2002,32500.0,13701.0,0.421569231,,2275.0,0.05831397569577388,2400,13.541666666666666
Meriden,2004,277720.0,24360.0,0.087714245,,19440.4,0.062205455632909246,1712,162.2196261682243
Groton,2012,89000.0,61950.0,0.696067416,Condo,6230.000000000001,0.07571658358025059,1488,59.81182795698925
Oxford,2001,0.0,127040.0,0.0,,0.0,0.07249478077256825,1257,0.0
Old Saybrook,2011,20160.0,23500.0,1.165674603,Condo,1411.2,0.08284369845338932,1584,12.727272727272727
East Hampton,2021,310000.0,183300.0,0.5912,Residential,21700.000000000004,0.07743144304805769,2432,127.46710526315789
Plainfield,2015,292000.0,189540.0,0.649109589,Single Family,20440.000000000004,0.08022151300327332,2392,122.07357859531773
Woodbridge,2021,489900.0,244440.0,0.4989,Residential,34293.0,0.0754244169048848,1016,482.18503937007875
Torrington,2020,148000.0,96980.0,0.6552,Residential,10360.000000000002,0.07726452022245554,848,174.52830188679246
Chester,2014,248000.0,189120.0,0.762580645,Single Family,17360.0,0.06432197802682217,2874,86.29088378566458
Milford,2013,1710000.0,853860.0,0.499333333,,119700.00000000001,0.06225348091428679,2969,575.9514988211519
Derby,2014,200100.0,155610.0,0.777661169,Single Family,14007.000000000002,0.07316226301561543,1386,144.37229437229436
Bridgeport,2007,360000.0,151093.0,0.419702778,Single Family,25200.000000000004,0.06529915239645964,1381,260.6806661839247
New Britain,2019,133000.0,77770.0,0.5847,Single Family,9310.0,0.06830511954666538,1734,76.70126874279123
Redding,2008,765000.0,631600.0,0.825620915,Single Family,53550.00000000001,0.0680804004443618,2383,321.0239194292908
Ridgefield,2003,1235000.0,597100.0,0.483481781,,86450.00000000001,0.07727495823434728,2156,572.8200371057513
Wethersfield,2014,130000.0,91400.0,0.703076923,Condo,9100.0,0.06794982103009498,1471,88.37525492861998
Wethersfield,2016,180900.0,147500.0,0.815367606,Single Family,12663.000000000002,0.07503804602490387,2711,66.72814459609
Colchester,2022,590000.0,337200.0,0.5715,Residential,41300.00000000001,0.07725246086759369,2724,216.59324522760647
East Granby,2015,255000.0,160800.0,0.630588235,Single Family,17850.0,0.0492581701985332,973,262.0760534429599
Salem,2022,453000.0,267800.0,0.5911,Residential,31710.000000000004,0.07185279109270307,995,455.27638190954775
Meriden,2020,45000.0,19740.0,0.4386,Residential,3150.0000000000005,0.06637615459854222,1317,34.16856492027335
East Granby,2021,455000.0,205000.0,0.450549451,Residential,31850.000000000004,0.07714818828935974,1124,404.80427046263344
Hebron,2004,148000.0,145070.0,0.980202703,,10360.000000000002,0.08200555744358945,2153,68.74129122155132
Waterbury,2003,130000.0,69930.0,0.537923077,,9100.0,0.06279832900570707,1008,128.96825396825398
Bethel,2006,321000.0,191940.0,0.597943925,Condo,22470.000000000004,0.0803902087801674,953,336.83105981112277
Newington,2016,305000.0,203590.0,0.667508197,Condo,21350.000000000004,0.08126808430888889,2618,116.50114591291062
Cheshire,2020,625000.0,398150.0,0.637,Residential,43750.00000000001,0.0686538456693677,1273,490.9662215239592
Newington,2006,142000.0,87150.0,0.613732394,Condo,9940.000000000002,0.06474413337399026,1345,105.57620817843866
Cromwell,2008,281667.0,198680.0,0.705371946,Condo,19716.690000000002,0.07793057588421609,2309,121.98657427457773
Colchester,2020,287000.0,140300.0,0.4888,Residential,20090.000000000004,0.05921684933370772,1555,184.56591639871382
Trumbull,2007,375000.0,292400.0,0.779733333,Single Family,26250.000000000004,0.07256813043102023,1248,300.4807692307692
Westport,2019,1625000.0,878500.0,0.5406,Single Family,113750.00000000001,0.08140487629750373,2104,772.3384030418251
North Haven,2019,354500.0,207830.0,0.5863,Single Family,24815.000000000004,0.06536274987297164,2824,125.53116147308782
Vernon,2014,181000.0,114810.0,0.634309392,Single Family,12670.000000000002,0.0636062028443157,946,191.33192389006342
West Hartford,2003,138000.0,73130.0,0.529927536,,9660.000000000002,0.06748017736811801,1184,116.55405405405405
Killingly,2004,206000.0,88630.0,0.430242718,,14420.000000000002,0.07071658200174152,1264,162.9746835443038
Waterbury,2003,107500.0,52430.0,0.48772093,,7525.000000000001,0.0524752591892511,2263,47.50331418471056
Waterbury,2005,128000.0,27300.0,0.21328125,,8960.0,0.07253434127786518,859,149.0104772991851
Meriden,2009,60400.0,78140.0,1.293708609,Single Family,4228.0,0.08384856910965133,1499,40.29352901934623
Woodbury,2004,375000.0,0.0,0.0,,26250.000000000004,0.07321154870731905,1548,242.24806201550388
Meriden,2019,278000.0,165200.0,0.5942,Single Family,19460.000000000004,0.06101300182640308,2919,95.23809523809524
Meriden,2019,163000.0,94080.0,0.5772,Single Family,11410.000000000002,0.05417368212023812,1041,156.58021133525457
Windham,2011,200000.0,190090.0,0.95045,Single Family,14000.000000000002,0.05305562670936521,1322,151.285930408472
Norwalk,2002,305000.0,86520.0,0.283672131,,21350.000000000004,0.076130866144889,2368,128.80067567567568
North Branford,2019,365000.0,229000.0,0.6274,Single Family,25550.000000000004,0.08139037249870806,1620,225.30864197530863
Wilton,2014,440000.0,262290.0,0.596113636,Condo,30800.000000000004,0.05333307049665244,1016,433.07086614173227
Norwich,2007,170000.0,96000.0,0.564705882,Single Family,11900.000000000002,0.06340517363469289,2101,80.91385054735841
Waterbury,2021,79900.0,44140.0,0.5524,Residential,5593.000000000001,0.07084672138498051,2880,27.743055555555557
East Lyme,2020,950000.0,543370.0,0.5719,Commercial,66500.0,0.07938908832039558,14310,66.38714185883997
Brooklyn,2019,321000.0,169600.0,0.5283,Single Family,22470.000000000004,0.059586835603464325,1218,263.54679802955667
Simsbury,2016,229000.0,137670.0,0.601179039,Single Family,16030.000000000002,0.08503137990247293,2048,111.81640625
Clinton,2018,456200.0,373200.0,0.818,Single Family,31934.000000000004,0.07479705329692472,2066,220.8131655372701
Waterbury,2020,179000.0,79530.0,0.4443,Residential,12530.000000000002,0.05996776309645627,2274,78.71591908531222
Groton,2015,47000.0,90580.0,1.927234043,Single Family,3290.0000000000005,0.07107893996307565,2764,17.004341534008685
South Windsor,2015,119000.0,89500.0,0.75210084,Condo,8330.0,0.08138157116549047,2577,46.177726038028716
Norwalk,2001,240000.0,98140.0,0.408916667,,16800.0,0.06970733459296963,946,253.6997885835095
Ridgefield,2008,525000.0,536730.0,1.022342857,Single Family,36750.0,0.0808440351236818,2023,259.51557093425606
Monroe,2001,110000.0,23170.0,0.210636364,,7700.000000000001,0.06115589599564886,1238,88.8529886914378
Bridgeport,2001,219000.0,101500.0,0.46347032,,15330.000000000002,0.06886823183909102,1159,188.9559965487489
Farmington,2015,17500.0,138180.0,7.896,Condo,1225.0000000000002,0.06153901512300565,1011,17.309594460929773
Harwinton,2007,160000.0,2720.0,0.017,,11200.000000000002,0.0604414710908122,838,190.9307875894988
Montville,2009,193500.0,158210.0,0.817622739,Single Family,13545.000000000002,0.06929559150991291,1923,100.62402496099844
Stratford,2011,145000.0,138320.0,0.953931034,Single Family,10150.000000000002,0.09185033230825906,2995,48.41402337228715
Bridgeport,2016,261000.0,155480.0,0.595708812,Two Family,18270.0,0.05002998971026978,862,302.78422273781905
Stamford,2015,235000.0,121030.0,0.515021277,Condo,16450.0,0.06316756769716325,1111,211.52115211521152
Seymour,2012,97500.0,151130.0,1.550051282,Single Family,6825.000000000001,0.06635137163669313,2979,32.72910372608258
Canton,2006,375000.0,101990.0,0.271973333,Single Family,26250.000000000004,0.05886849402386026,1208,310.43046357615896
Manchester,2001,133560.0,76000.0,0.569032645,,9349.2,0.0654724271988512,1522,87.75295663600525
Hartford,2003,56000.0,12740.0,0.2275,,3920.0000000000005,0.0695634712528872,1596,35.08771929824562
Waterford,2006,410000.0,81200.0,0.19804878,,28700.000000000004,0.09464082208495408,1949,210.3642893791688
West Hartford,2005,224900.0,76140.0,0.338550467,,15743.000000000002,0.05802620766439019,2871,78.33507488679902
Avon,2001,290000.0,175000.0,0.603448276,,20300.000000000004,0.07153204817350288,2912,99.58791208791209
Branford,2020,1495000.0,852200.0,0.57,Residential,104650.00000000001,0.07310539637914204,1633,915.4929577464789
Vernon,2003,151000.0,67240.0,0.445298013,,10570.000000000002,0.06136323348475721,2387,63.259321323837455
Bridgewater,2020,659000.0,396700.0,0.6019,Residential,46130.00000000001,0.08116564269113799,2816,234.01988636363637
Norwich,2015,155000.0,91300.0,0.589032258,Single Family,10850.000000000002,0.08800371201079675,2329,66.5521683125805
Manchester,2022,215100.0,129600.0,0.6025,Residential,15057.000000000002,0.0712833296262727,1979,108.69125821121779
Stratford,2012,220000.0,150010.0,0.681863636,Single Family,15400.000000000002,0.07176002351832188,2405,91.47609147609148
Rocky Hill,2016,200000.0,141750.0,0.70875,Condo,14000.000000000002,0.08736805782926715,2891,69.18021445866482
Stratford,2012,49500.0,68450.0,1.382828283,Single Family,3465.0000000000005,0.06553058803524853,2398,20.642201834862384
Mansfield,2003,174000.0,97860.0,0.562413793,,12180.000000000002,0.07618420777622194,2412,72.13930348258707
Tolland,2015,396000.0,294600.0,0.743939394,Single Family,27720.000000000004,0.07157057999625452,2380,166.38655462184875
Danbury,2006,280000.0,138900.0,0.496071429,Condo,19600.000000000004,0.06530563333524801,1714,163.36056009334888
Ridgefield,2021,257000.0,90410.0,0.3517,Residential,17990.0,0.07467643609494694,2592,99.15123456790124
Bristol,2005,4000000.0,1462230.0,0.3655575,,280000.0,0.07680239258514988,2565,1559.4541910331384
Newtown,2006,560000.0,314430.0,0.561482143,Single Family,39200.00000000001,0.05982318487966301,1980,282.82828282828285
Granby,2009,277000.0,217560.0,0.785415162,Single Family,19390.000000000004,0.05993934680134215,2686,103.12732688011914
Meriden,2005,189900.0,77420.0,0.407688257,,13293.000000000002,0.0839724793608636,2208,86.0054347826087
Hamden,2012,120000.0,104440.0,0.870333333,Condo,8400.0,0.07575413607318789,1573,76.28734901462174
Middletown,2005,84000.0,30030.0,0.3575,,5880.000000000001,0.06251644454884804,950,88.42105263157895
Trumbull,2017,437049.0,276220.0,0.632,Single Family,30593.430000000004,0.06302560146376834,1999,218.63381690845424
Southbury,2004,130000.0,74370.0,0.572076923,,9100.0,0.07688979187649136,2640,49.24242424242424
West Hartford,2010,445000.0,331800.0,0.745617978,Single Family,31150.000000000004,0.06333525519460798,1253,355.14764565043896
Ansonia,2020,142000.0,93400.0,0.6577,Residential,9940.000000000002,0.05363198135689209,895,158.65921787709496
Waterbury,2006,164900.0,76650.0,0.464827168,Single Family,11543.000000000002,0.06379060707308253,1420,116.12676056338029
Norwalk,2005,378000.0,82950.0,0.219444444,,26460.000000000004,0.053834160424992256,2291,164.99345264076823
Vernon,2017,169900.0,113270.0,0.6666,Two Family,11893.000000000002,0.07482686905947454,1561,108.8404868673927
Middlebury,2003,270425.0,114670.0,0.424036239,,18929.75,0.06779411492102146,1841,146.89027702335687
Wolcott,2004,125000.0,34090.0,0.27272,,8750.0,0.075827017250222,2558,48.866301798279906
Bloomfield,2021,310000.0,142800.0,0.4606,Residential,21700.000000000004,0.06519104393716446,1613,192.18846869187848
Waterbury,2005,205000.0,88270.0,0.430585366,,14350.000000000002,0.06688657412341019,1391,147.37598849748383
Norwalk,2004,21440.0,351540.0,16.39645522,,1500.8000000000002,0.0603110784934039,2115,10.1371158392435
Norwalk,2022,560000.0,292470.0,0.5222,Residential,39200.00000000001,0.07812231103950498,1094,511.88299817184645
West Haven,2009,60000.0,118230.0,1.9705,Single Family,4200.0,0.06294910902165948,1010,59.40594059405941
Simsbury,2021,39900.0,16430.0,0.4117,Residential,2793.0000000000005,0.06746698525334065,1723,23.157283807312826
Branford,2012,310000.0,286100.0,0.922903226,Single Family,21700.000000000004,0.05664149722925954,2725,113.76146788990826
Guilford,2001,360000.0,204540.0,0.568166667,,25200.000000000004,0.06358653793271594,2149,167.5197766402978
Ashford,2013,182000.0,127320.0,0.69956044,Single Family,12740.000000000002,0.08021345702399127,2319,78.48210435532557
Woodstock,2018,115000.0,101400.0,0.8817,Single Family,8050.000000000001,0.07163372572439201,1055,109.00473933649289
East Lyme,2005,363797.0,141750.0,0.389640376,,25465.79,0.07141963487142311,1226,296.7349102773246
North Branford,2021,165000.0,95800.0,0.5806,Residential,11550.000000000002,0.06765513319666489,1101,149.86376021798364
Haddam,2007,170000.0,68120.0,0.400705882,Single Family,11900.000000000002,0.07297115858653642,2735,62.157221206581355
Middletown,2018,88000.0,88300.0,1.003409091,Condo,6160.000000000001,0.07854400543938092,2117,41.56825696740671
Avon,2007,309000.0,157120.0,0.508478964,Condo,21630.000000000004,0.06640310351919622,2974,103.9004707464694
Norwalk,2004,495000.0,277970.0,0.561555556,,34650.0,0.058671399409389646,1854,266.99029126213594
Norwich,2011,152500.0,118000.0,0.773770492,Condo,10675.000000000002,0.055540614252845184,983,155.13733468972532
Rocky Hill,2019,240000.0,178570.0,0.744,Single Family,16800.0,0.07286994000718205,1513,158.62524785194978
Milford,2001,135000.0,110460.0,0.818222222,,9450.0,0.09450621522132745,1048,128.81679389312978
Hamden,2022,410000.0,202580.0,0.494,Residential,28700.000000000004,0.07123201513354442,1703,240.75161479741632
Hartford,2003,28000.0,6300.0,0.225,,1960.0000000000002,0.06754317662662576,2663,10.514457378895981
Stamford,2001,128000.0,49910.0,0.389921875,,8960.0,0.052315926708699084,2556,50.07824726134585
Thompson,2021,200500.0,344500.0,1.7182,Residential,14035.000000000002,0.06409205588453296,2606,76.93783576362242
Plainfield,2020,247000.0,111610.0,0.4518,Residential,17290.0,0.08564830405035065,2512,98.328025477707
Stamford,2004,775000.0,288120.0,0.371767742,,54250.00000000001,0.0718377619890712,2135,362.9976580796253
East Windsor,2004,177000.0,76270.0,0.430903955,,12390.000000000002,0.07261005388417605,2930,60.40955631399317
Lyme,2009,1445000.0,817336.0,0.56563045,Single Family,101150.00000000001,0.08854919104413625,1259,1147.736298649722
Waterbury,2003,40000.0,19600.0,0.49,,2800.0000000000005,0.0767687873116893,2405,16.632016632016633
Branford,2003,435000.0,203000.0,0.466666667,,30450.000000000004,0.07326806504262318,1291,336.9481022463207
Stamford,2021,580000.0,319940.0,0.5516,Residential,40600.00000000001,0.08132679872575041,1811,320.2650469353948
Hamden,2007,161950.0,128380.0,0.792713801,Single Family,11336.500000000002,0.07374500574486884,2580,62.77131782945737
Meriden,2018,95000.0,105700.0,1.1126,Single Family,6650.000000000001,0.08254565689836255,1650,57.57575757575758
Madison,2004,800000.0,402100.0,0.502625,,56000.00000000001,0.08227631550296043,1699,470.86521483225425
Waterford,2019,398000.0,225690.0,0.5671,Single Family,27860.000000000004,0.07714897895171774,2299,173.11874728142672
Manchester,2012,195000.0,125200.0,0.642051282,Single Family,13650.000000000002,0.06794980106061055,1605,121.49532710280374
Groton,2007,115000.0,177520.0,1.543652174,Single Family,8050.000000000001,0.05277898022437184,1080,106.48148148148148
Simsbury,2005,206000.0,83090.0,0.403349515,,14420.000000000002,0.052999721133368746,1375,149.8181818181818
Brooklyn,2021,385000.0,220600.0,0.5729,Residential,26950.000000000004,0.0814229423948447,2234,172.33661593554163
Branford,2005,400390.0,270100.0,0.674592273,,28027.300000000003,0.08012267744281995,2802,142.89436117059245
Winchester,2003,169900.0,86170.0,0.507180695,,11893.000000000002,0.07020064580985534,2187,77.68632830361226
Milford,2007,315000.0,193410.0,0.614,Single Family,22050.000000000004,0.04737427610676399,2552,123.43260188087774
Fairfield,2002,430000.0,282240.0,0.656372093,,30100.000000000004,0.07618183864271022,1417,303.4580098800282
Bridgeport,2018,142000.0,62820.0,0.4423,Condo,9940.000000000002,0.05639328455227653,1538,92.32769830949285
Wallingford,2004,162500.0,100500.0,0.618461538,,11375.000000000002,0.0851536439757548,1753,92.69823160296635
